'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
206,0.037,-0.495,-0.531,0.229,0.284,-0.513,0.198,0.224,0.553,0.477,0.587,0.543,0.136,-0.713,-0.041
207,0.047,-0.490,-0.537,0.221,0.292,-0.514,0.205,0.229,0.553,0.476,0.588,0.544,0.139,-0.707,-0.040
208,0.051,-0.492,-0.543,0.220,0.297,-0.517,0.201,0.224,0.552,0.477,0.587,0.543,0.138,-0.717,-0.041
209,0.056,-0.493,-0.549,0.218,0.302,-0.521,0.198,0.216,0.549,0.473,0.584,0.540,0.134,-0.718,-0.042
210,0.054,-0.498,-0.551,0.221,0.303,-0.525,0.198,0.226,0.556,0.478,0.589,0.544,0.136,-0.708,-0.042
211,0.048,-0.503,-0.550,0.227,0.299,-0.527,0.202,0.232,0.559,0.483,0.592,0.548,0.139,-0.710,-0.040
212,0.035,-0.506,-0.540,0.235,0.287,-0.523,0.211,0.232,0.558,0.485,0.592,0.547,0.137,-0.720,-0.038
213,0.029,-0.505,-0.534,0.237,0.282,-0.520,0.213,0.231,0.559,0.485,0.593,0.546,0.135,-0.719,-0.037
214,0.034,-0.503,-0.536,0.234,0.285,-0.520,0.207,0.229,0.560,0.485,0.593,0.546,0.138,-0.716,-0.036
215,0.043,-0.500,-0.543,0.228,0.293,-0.522,0.206,0.230,0.561,0.486,0.595,0.547,0.142,-0.718,-0.037
216,0.046,-0.509,-0.555,0.231,0.301,-0.532,0.207,0.230,0.563,0.489,0.596,0.550,0.144,-0.728,-0.035
217,0.043,-0.514,-0.556,0.234,0.300,-0.535,0.209,0.233,0.563,0.490,0.596,0.551,0.142,-0.725,-0.034
218,0.043,-0.511,-0.554,0.234,0.299,-0.532,0.210,0.231,0.561,0.488,0.595,0.550,0.142,-0.719,-0.036
219,0.043,-0.511,-0.553,0.234,0.298,-0.532,0.209,0.231,0.560,0.488,0.596,0.550,0.144,-0.717,-0.037
220,0.047,-0.505,-0.552,0.229,0.299,-0.528,0.209,0.233,0.560,0.487,0.596,0.551,0.147,-0.711,-0.036
221,0.049,-0.499,-0.547,0.225,0.298,-0.523,0.206,0.229,0.560,0.486,0.597,0.552,0.149,-0.712,-0.037
222,0.041,-0.496,-0.537,0.227,0.289,-0.517,0.208,0.232,0.561,0.489,0.599,0.555,0.149,-0.712,-0.037
223,0.042,-0.495,-0.536,0.226,0.289,-0.515,0.204,0.228,0.558,0.487,0.596,0.553,0.149,-0.711,-0.036
224,0.043,-0.501,-0.543,0.229,0.293,-0.522,0.200,0.221,0.556,0.485,0.595,0.550,0.147,-0.714,-0.036
225,0.043,-0.502,-0.544,0.229,0.293,-0.523,0.208,0.228,0.554,0.483,0.595,0.550,0.143,-0.712,-0.041
226,0.048,-0.489,-0.537,0.220,0.293,-0.513,0.209,0.228,0.557,0.484,0.594,0.548,0.144,-0.701,-0.045
227,0.049,-0.492,-0.540,0.221,0.294,-0.516,0.205,0.225,0.560,0.485,0.593,0.548,0.145,-0.698,-0.042
228,0.049,-0.497,-0.545,0.224,0.297,-0.521,0.204,0.224,0.553,0.481,0.590,0.546,0.144,-0.709,-0.040
229,0.041,-0.495,-0.536,0.227,0.289,-0.516,0.208,0.226,0.555,0.482,0.590,0.547,0.142,-0.712,-0.041
230,0.034,-0.503,-0.536,0.234,0.285,-0.520,0.211,0.231,0.563,0.487,0.594,0.549,0.144,-0.715,-0.040
231,0.035,-0.510,-0.544,0.237,0.290,-0.527,0.211,0.230,0.561,0.486,0.592,0.547,0.144,-0.718,-0.038
232,0.043,-0.514,-0.555,0.235,0.299,-0.535,0.212,0.229,0.560,0.484,0.590,0.545,0.143,-0.718,-0.038
233,0.053,-0.507,-0.560,0.226,0.307,-0.533,0.211,0.228,0.557,0.482,0.591,0.544,0.144,-0.717,-0.038
234,0.050,-0.501,-0.550,0.225,0.300,-0.525,0.210,0.227,0.556,0.482,0.592,0.544,0.142,-0.711,-0.039
235,0.041,-0.503,-0.544,0.231,0.293,-0.523,0.212,0.231,0.558,0.486,0.594,0.545,0.140,-0.717,-0.041
236,0.046,-0.507,-0.553,0.230,0.300,-0.530,0.213,0.236,0.565,0.491,0.596,0.546,0.140,-0.718,-0.041
237,0.053,-0.509,-0.561,0.227,0.307,-0.535,0.210,0.235,0.565,0.491,0.597,0.547,0.140,-0.712,-0.041
238,0.051,-0.509,-0.559,0.229,0.305,-0.534,0.218,0.233,0.562,0.491,0.596,0.547,0.137,-0.706,-0.043
239,0.046,-0.507,-0.553,0.230,0.299,-0.530,0.221,0.239,0.567,0.491,0.596,0.546,0.137,-0.705,-0.045
240,0.050,-0.497,-0.546,0.224,0.298,-0.522,0.216,0.243,0.571,0.494,0.597,0.548,0.139,-0.704,-0.046
241,0.054,-0.489,-0.543,0.216,0.299,-0.516,0.215,0.240,0.573,0.497,0.597,0.547,0.139,-0.706,-0.047
242,0.045,-0.489,-0.534,0.221,0.290,-0.511,0.216,0.237,0.569,0.492,0.594,0.547,0.137,-0.705,-0.048
243,0.044,-0.487,-0.530,0.221,0.287,-0.509,0.225,0.244,0.571,0.496,0.597,0.550,0.135,-0.699,-0.049
244,0.044,-0.485,-0.529,0.220,0.286,-0.507,0.228,0.249,0.575,0.499,0.599,0.550,0.133,-0.702,-0.053
245,0.046,-0.483,-0.528,0.217,0.287,-0.505,0.231,0.252,0.577,0.501,0.600,0.553,0.135,-0.699,-0.056
246,0.048,-0.467,-0.514,0.208,0.281,-0.490,0.236,0.256,0.579,0.503,0.602,0.555,0.139,-0.685,-0.059
247,0.049,-0.465,-0.514,0.207,0.281,-0.489,0.234,0.254,0.576,0.500,0.601,0.554,0.136,-0.680,-0.058
248,0.059,-0.469,-0.527,0.204,0.293,-0.498,0.234,0.255,0.579,0.500,0.604,0.556,0.137,-0.683,-0.056
249,0.053,-0.463,-0.516,0.204,0.285,-0.489,0.233,0.254,0.580,0.499,0.604,0.556,0.137,-0.681,-0.057
250,0.045,-0.468,-0.513,0.210,0.280,-0.490,0.234,0.255,0.582,0.503,0.606,0.557,0.136,-0.678,-0.058
251,0.035,-0.475,-0.510,0.219,0.273,-0.492,0.242,0.259,0.586,0.507,0.609,0.560,0.136,-0.678,-0.059
252,0.039,-0.474,-0.512,0.216,0.276,-0.493,0.246,0.263,0.590,0.511,0.611,0.562,0.136,-0.679,-0.060
253,0.050,-0.470,-0.519,0.209,0.285,-0.495,0.245,0.264,0.589,0.512,0.612,0.563,0.139,-0.676,-0.062
254,0.054,-0.465,-0.519,0.204,0.287,-0.492,0.242,0.260,0.588,0.511,0.611,0.563,0.138,-0.673,-0.065
255,0.056,-0.462,-0.517,0.202,0.286,-0.489,0.249,0.266,0.592,0.516,0.616,0.569,0.141,-0.672,-0.066
256,0.057,-0.466,-0.521,0.203,0.289,-0.493,0.260,0.273,0.598,0.522,0.621,0.573,0.144,-0.672,-0.067
257,0.061,-0.465,-0.525,0.201,0.293,-0.495,0.261,0.278,0.599,0.525,0.621,0.574,0.143,-0.672,-0.070
258,0.054,-0.465,-0.519,0.204,0.287,-0.492,0.259,0.276,0.597,0.521,0.621,0.573,0.145,-0.671,-0.067
259,0.051,-0.464,-0.515,0.205,0.283,-0.489,0.253,0.274,0.598,0.520,0.622,0.573,0.148,-0.664,-0.065
260,0.059,-0.453,-0.511,0.196,0.286,-0.482,0.249,0.274,0.596,0.519,0.624,0.574,0.148,-0.661,-0.068
261,0.060,-0.445,-0.504,0.192,0.282,-0.474,0.254,0.276,0.598,0.520,0.624,0.573,0.147,-0.655,-0.071
262,0.054,-0.442,-0.496,0.193,0.275,-0.469,0.255,0.276,0.596,0.522,0.621,0.572,0.147,-0.653,-0.070
263,0.058,-0.441,-0.497,0.191,0.278,-0.469,0.253,0.272,0.596,0.521,0.619,0.573,0.149,-0.661,-0.068
264,0.055,-0.440,-0.494,0.192,0.275,-0.468,0.248,0.273,0.598,0.520,0.619,0.571,0.149,-0.661,-0.067
265,0.059,-0.441,-0.498,0.190,0.279,-0.469,0.247,0.273,0.594,0.516,0.614,0.566,0.147,-0.655,-0.067
266,0.067,-0.428,-0.495,0.180,0.281,-0.462,0.246,0.266,0.590,0.515,0.612,0.565,0.149,-0.649,-0.069
267,0.067,-0.424,-0.490,0.178,0.279,-0.457,0.247,0.267,0.591,0.515,0.613,0.565,0.147,-0.643,-0.067
268,0.067,-0.431,-0.497,0.181,0.282,-0.465,0.252,0.270,0.593,0.514,0.612,0.564,0.145,-0.640,-0.064
269,0.066,-0.430,-0.496,0.181,0.281,-0.464,0.250,0.272,0.592,0.516,0.612,0.564,0.146,-0.647,-0.064
270,0.067,-0.437,-0.503,0.184,0.285,-0.470,0.247,0.269,0.591,0.515,0.612,0.562,0.145,-0.657,-0.062
271,0.070,-0.439,-0.507,0.184,0.289,-0.473,0.253,0.273,0.594,0.517,0.615,0.564,0.144,-0.653,-0.064
272,0.073,-0.433,-0.505,0.179,0.289,-0.469,0.255,0.281,0.603,0.522,0.617,0.569,0.144,-0.643,-0.065
273,0.076,-0.428,-0.504,0.175,0.290,-0.466,0.259,0.282,0.605,0.524,0.620,0.572,0.145,-0.641,-0.065
274,0.070,-0.424,-0.494,0.176,0.282,-0.459,0.263,0.286,0.607,0.528,0.624,0.576,0.146,-0.642,-0.067
275,0.062,-0.425,-0.487,0.180,0.275,-0.456,0.264,0.288,0.612,0.532,0.627,0.579,0.146,-0.639,-0.066
276,0.064,-0.431,-0.495,0.183,0.280,-0.464,0.265,0.288,0.613,0.535,0.631,0.582,0.145,-0.632,-0.066
277,0.058,-0.435,-0.492,0.188,0.276,-0.464,0.267,0.287,0.614,0.539,0.635,0.586,0.145,-0.626,-0.067
278,0.056,-0.426,-0.482,0.185,0.269,-0.455,0.268,0.289,0.618,0.544,0.641,0.592,0.149,-0.625,-0.065
279,0.071,-0.419,-0.490,0.173,0.281,-0.455,0.266,0.288,0.617,0.545,0.642,0.594,0.152,-0.626,-0.066
280,0.085,-0.411,-0.496,0.163,0.291,-0.454,0.265,0.287,0.615,0.542,0.642,0.594,0.155,-0.622,-0.068
281,0.089,-0.399,-0.487,0.155,0.288,-0.444,0.260,0.285,0.614,0.542,0.642,0.594,0.160,-0.616,-0.065
282,0.096,-0.387,-0.482,0.145,0.289,-0.434,0.259,0.286,0.616,0.544,0.646,0.596,0.165,-0.611,-0.066
283,0.103,-0.382,-0.485,0.139,0.294,-0.433,0.257,0.287,0.619,0.548,0.651,0.601,0.169,-0.604,-0.065
284,0.102,-0.388,-0.488,0.142,0.295,-0.438,0.248,0.286,0.620,0.552,0.654,0.603,0.172,-0.609,-0.062
285,0.103,-0.385,-0.487,0.141,0.296,-0.436,0.249,0.288,0.622,0.553,0.655,0.606,0.174,-0.605,-0.063
286,0.104,-0.374,-0.478,0.135,0.291,-0.426,0.245,0.283,0.618,0.549,0.652,0.606,0.172,-0.592,-0.066
287,0.101,-0.370,-0.471,0.135,0.286,-0.420,0.236,0.281,0.618,0.548,0.654,0.606,0.173,-0.595,-0.066
288,0.107,-0.373,-0.480,0.133,0.294,-0.427,0.231,0.278,0.624,0.553,0.655,0.610,0.176,-0.595,-0.060
289,0.107,-0.375,-0.482,0.134,0.295,-0.428,0.225,0.274,0.617,0.547,0.654,0.608,0.174,-0.599,-0.059
290,0.096,-0.377,-0.472,0.141,0.284,-0.424,0.226,0.277,0.615,0.546,0.655,0.611,0.171,-0.599,-0.061
291,0.095,-0.388,-0.482,0.146,0.289,-0.435,0.216,0.270,0.612,0.543,0.653,0.609,0.169,-0.604,-0.057
292,0.098,-0.397,-0.494,0.149,0.296,-0.446,0.203,0.258,0.605,0.538,0.649,0.605,0.170,-0.618,-0.053
293,0.094,-0.401,-0.494,0.153,0.294,-0.447,0.203,0.254,0.601,0.534,0.645,0.602,0.167,-0.606,-0.053
294,0.096,-0.400,-0.495,0.151,0.296,-0.448,0.195,0.251,0.594,0.525,0.643,0.598,0.165,-0.602,-0.053
295,0.099,-0.401,-0.498,0.151,0.298,-0.450,0.197,0.248,0.593,0.529,0.642,0.600,0.169,-0.619,-0.054
296,0.100,-0.406,-0.505,0.153,0.302,-0.456,0.208,0.255,0.598,0.534,0.647,0.603,0.169,-0.629,-0.055
297,0.100,-0.410,-0.509,0.155,0.304,-0.460,0.206,0.255,0.597,0.531,0.646,0.603,0.168,-0.631,-0.053
298,0.101,-0.413,-0.513,0.156,0.307,-0.464,0.204,0.252,0.595,0.530,0.645,0.601,0.170,-0.632,-0.053
299,0.100,-0.418,-0.516,0.159,0.308,-0.467,0.199,0.249,0.596,0.529,0.644,0.599,0.172,-0.634,-0.053
300,0.098,-0.418,-0.514,0.160,0.306,-0.467,0.201,0.246,0.593,0.525,0.641,0.596,0.171,-0.634,-0.053
301,0.101,-0.408,-0.509,0.153,0.305,-0.459,0.204,0.250,0.595,0.525,0.642,0.595,0.172,-0.633,-0.054
302,0.100,-0.404,-0.503,0.152,0.302,-0.454,0.203,0.248,0.593,0.525,0.643,0.597,0.175,-0.627,-0.053
303,0.091,-0.409,-0.499,0.159,0.295,-0.454,0.207,0.249,0.592,0.525,0.644,0.597,0.174,-0.624,-0.054
304,0.091,-0.407,-0.498,0.158,0.295,-0.453,0.205,0.254,0.597,0.530,0.646,0.598,0.178,-0.629,-0.057
305,0.092,-0.403,-0.494,0.155,0.294,-0.449,0.208,0.257,0.601,0.534,0.648,0.599,0.178,-0.626,-0.061
306,0.093,-0.397,-0.489,0.152,0.291,-0.443,0.205,0.254,0.598,0.530,0.645,0.596,0.172,-0.622,-0.065
307,0.097,-0.395,-0.491,0.148,0.294,-0.443,0.197,0.242,0.591,0.522,0.640,0.593,0.175,-0.619,-0.059
308,0.097,-0.401,-0.497,0.151,0.297,-0.449,0.202,0.250,0.599,0.529,0.644,0.599,0.180,-0.625,-0.059
309,0.099,-0.403,-0.501,0.151,0.300,-0.452,0.205,0.264,0.609,0.537,0.648,0.602,0.182,-0.631,-0.065
310,0.099,-0.404,-0.501,0.152,0.300,-0.453,0.206,0.263,0.609,0.537,0.649,0.601,0.181,-0.621,-0.066
311,0.098,-0.407,-0.505,0.154,0.301,-0.457,0.213,0.262,0.610,0.538,0.651,0.603,0.180,-0.617,-0.065
312,0.092,-0.409,-0.501,0.159,0.297,-0.456,0.216,0.270,0.617,0.544,0.654,0.606,0.178,-0.622,-0.067
313,0.089,-0.409,-0.497,0.160,0.293,-0.453,0.214,0.270,0.612,0.545,0.654,0.606,0.177,-0.624,-0.066
314,0.095,-0.406,-0.499,0.155,0.297,-0.453,0.208,0.259,0.610,0.540,0.651,0.603,0.177,-0.628,-0.061
315,0.095,-0.411,-0.505,0.158,0.300,-0.458,0.198,0.252,0.609,0.535,0.646,0.598,0.176,-0.630,-0.056
316,0.087,-0.427,-0.515,0.170,0.301,-0.471,0.198,0.256,0.600,0.529,0.641,0.591,0.169,-0.632,-0.051
317,0.087,-0.434,-0.521,0.173,0.304,-0.478,0.201,0.254,0.596,0.525,0.637,0.587,0.164,-0.643,-0.050
318,0.082,-0.440,-0.521,0.178,0.302,-0.480,0.201,0.249,0.591,0.520,0.632,0.583,0.161,-0.653,-0.049
319,0.069,-0.452,-0.520,0.191,0.295,-0.486,0.201,0.244,0.584,0.513,0.625,0.577,0.155,-0.653,-0.049
320,0.063,-0.454,-0.516,0.195,0.290,-0.485,0.197,0.235,0.577,0.507,0.619,0.573,0.151,-0.657,-0.049
321,0.060,-0.447,-0.506,0.192,0.283,-0.476,0.203,0.237,0.577,0.505,0.619,0.571,0.148,-0.670,-0.050
322,0.064,-0.445,-0.508,0.190,0.286,-0.476,0.203,0.231,0.573,0.501,0.615,0.566,0.146,-0.667,-0.048
323,0.059,-0.453,-0.510,0.196,0.285,-0.481,0.198,0.228,0.570,0.499,0.615,0.566,0.148,-0.666,-0.045
324,0.054,-0.460,-0.513,0.202,0.284,-0.486,0.198,0.231,0.571,0.500,0.614,0.566,0.146,-0.676,-0.045
325,0.052,-0.461,-0.512,0.203,0.282,-0.486,0.194,0.227,0.568,0.495,0.609,0.561,0.145,-0.674,-0.045
326,0.061,-0.451,-0.511,0.194,0.286,-0.481,0.191,0.221,0.566,0.494,0.609,0.560,0.150,-0.671,-0.044
327,0.073,-0.445,-0.517,0.185,0.295,-0.481,0.185,0.218,0.563,0.493,0.610,0.559,0.154,-0.670,-0.046
328,0.059,-0.456,-0.514,0.197,0.287,-0.485,0.189,0.223,0.564,0.495,0.611,0.561,0.152,-0.677,-0.049
329,0.055,-0.467,-0.521,0.205,0.288,-0.494,0.192,0.225,0.565,0.496,0.609,0.559,0.151,-0.694,-0.045
330,0.058,-0.473,-0.531,0.207,0.295,-0.502,0.189,0.223,0.563,0.494,0.607,0.558,0.154,-0.702,-0.043
331,0.055,-0.483,-0.537,0.213,0.296,-0.510,0.193,0.227,0.567,0.497,0.609,0.560,0.157,-0.709,-0.043
332,0.051,-0.490,-0.541,0.218,0.296,-0.515,0.193,0.226,0.565,0.495,0.608,0.561,0.157,-0.711,-0.039
333,0.053,-0.492,-0.544,0.219,0.299,-0.518,0.191,0.220,0.558,0.489,0.605,0.559,0.158,-0.712,-0.037
334,0.052,-0.491,-0.543,0.218,0.298,-0.517,0.191,0.218,0.556,0.487,0.603,0.558,0.159,-0.715,-0.036
335,0.044,-0.492,-0.537,0.224,0.291,-0.515,0.190,0.216,0.558,0.486,0.605,0.561,0.159,-0.712,-0.035
336,0.045,-0.504,-0.548,0.229,0.297,-0.526,0.191,0.215,0.557,0.486,0.604,0.560,0.157,-0.716,-0.034
337,0.048,-0.511,-0.559,0.231,0.303,-0.535,0.193,0.215,0.552,0.482,0.601,0.555,0.154,-0.725,-0.034
338,0.050,-0.510,-0.560,0.230,0.305,-0.535,0.192,0.213,0.550,0.480,0.600,0.553,0.157,-0.725,-0.034
339,0.051,-0.510,-0.560,0.229,0.306,-0.535,0.189,0.213,0.550,0.480,0.598,0.551,0.158,-0.724,-0.033
340,0.057,-0.504,-0.560,0.223,0.308,-0.532,0.190,0.213,0.550,0.477,0.597,0.550,0.157,-0.723,-0.030
341,0.059,-0.501,-0.559,0.220,0.309,-0.530,0.184,0.206,0.545,0.473,0.593,0.547,0.157,-0.719,-0.032
342,0.051,-0.501,-0.552,0.224,0.302,-0.527,0.180,0.204,0.539,0.473,0.590,0.545,0.155,-0.728,-0.031
343,0.052,-0.499,-0.551,0.223,0.302,-0.525,0.180,0.203,0.540,0.471,0.590,0.545,0.157,-0.721,-0.030
344,0.048,-0.505,-0.552,0.229,0.300,-0.528,0.181,0.204,0.545,0.474,0.590,0.543,0.151,-0.712,-0.033
345,0.034,-0.512,-0.545,0.238,0.290,-0.528,0.182,0.204,0.544,0.473,0.588,0.541,0.143,-0.718,-0.034
346,0.040,-0.501,-0.540,0.230,0.290,-0.521,0.182,0.203,0.540,0.466,0.584,0.538,0.148,-0.721,-0.032
347,0.059,-0.489,-0.547,0.214,0.303,-0.518,0.173,0.203,0.539,0.465,0.583,0.538,0.153,-0.718,-0.032
348,0.062,-0.491,-0.553,0.213,0.308,-0.522,0.173,0.202,0.539,0.464,0.582,0.537,0.147,-0.710,-0.035
349,0.046,-0.504,-0.550,0.228,0.298,-0.527,0.189,0.204,0.541,0.465,0.581,0.538,0.140,-0.721,-0.035
350,0.038,-0.509,-0.546,0.235,0.292,-0.528,0.190,0.206,0.542,0.465,0.583,0.537,0.136,-0.729,-0.036
351,0.038,-0.510,-0.547,0.235,0.293,-0.529,0.188,0.208,0.544,0.468,0.584,0.537,0.139,-0.733,-0.035
352,0.035,-0.517,-0.551,0.240,0.293,-0.534,0.185,0.208,0.544,0.467,0.582,0.535,0.140,-0.735,-0.033
353,0.037,-0.516,-0.552,0.239,0.295,-0.534,0.185,0.204,0.542,0.464,0.577,0.530,0.138,-0.727,-0.033
354,0.042,-0.509,-0.550,0.233,0.296,-0.530,0.184,0.206,0.541,0.465,0.576,0.530,0.138,-0.727,-0.032
355,0.037,-0.511,-0.547,0.236,0.292,-0.529,0.180,0.204,0.540,0.462,0.576,0.530,0.137,-0.721,-0.034
356,0.033,-0.518,-0.550,0.241,0.292,-0.534,0.186,0.207,0.542,0.465,0.580,0.533,0.137,-0.724,-0.032
357,0.035,-0.521,-0.556,0.242,0.296,-0.538,0.188,0.213,0.545,0.468,0.583,0.534,0.136,-0.737,-0.033
358,0.042,-0.523,-0.564,0.240,0.303,-0.543,0.182,0.207,0.543,0.466,0.581,0.532,0.136,-0.733,-0.034
359,0.051,-0.518,-0.568,0.233,0.309,-0.543,0.180,0.204,0.540,0.466,0.580,0.532,0.139,-0.730,-0.033
360,0.049,-0.515,-0.564,0.233,0.306,-0.539,0.185,0.208,0.544,0.469,0.581,0.533,0.140,-0.728,-0.035
361,0.042,-0.513,-0.554,0.234,0.298,-0.533,0.188,0.207,0.545,0.469,0.582,0.533,0.141,-0.728,-0.035
362,0.041,-0.506,-0.546,0.232,0.294,-0.526,0.185,0.208,0.543,0.469,0.581,0.533,0.142,-0.731,-0.035
363,0.036,-0.507,-0.543,0.235,0.290,-0.525,0.189,0.210,0.546,0.470,0.584,0.537,0.142,-0.730,-0.035
364,0.038,-0.509,-0.547,0.235,0.293,-0.528,0.188,0.208,0.545,0.470,0.583,0.536,0.142,-0.728,-0.035
365,0.041,-0.508,-0.548,0.233,0.295,-0.528,0.189,0.210,0.546,0.470,0.584,0.536,0.141,-0.723,-0.036
366,0.045,-0.499,-0.544,0.226,0.295,-0.521,0.186,0.205,0.547,0.472,0.584,0.535,0.142,-0.713,-0.040
367,0.049,-0.493,-0.541,0.222,0.295,-0.517,0.183,0.202,0.541,0.468,0.581,0.533,0.142,-0.712,-0.040
368,0.036,-0.494,-0.530,0.229,0.283,-0.512,0.186,0.208,0.548,0.471,0.587,0.538,0.142,-0.715,-0.039
369,0.029,-0.501,-0.529,0.235,0.279,-0.515,0.188,0.211,0.555,0.478,0.589,0.539,0.141,-0.719,-0.039
370,0.028,-0.508,-0.535,0.240,0.281,-0.522,0.192,0.216,0.550,0.472,0.589,0.538,0.137,-0.719,-0.040
371,0.033,-0.512,-0.544,0.239,0.288,-0.528,0.188,0.212,0.547,0.469,0.588,0.537,0.140,-0.725,-0.038
372,0.030,-0.520,-0.550,0.244,0.290,-0.535,0.184,0.206,0.545,0.469,0.584,0.534,0.138,-0.740,-0.037
373,0.036,-0.517,-0.553,0.239,0.295,-0.535,0.188,0.209,0.544,0.469,0.585,0.533,0.138,-0.737,-0.041
374,0.037,-0.513,-0.550,0.237,0.294,-0.531,0.182,0.208,0.545,0.470,0.584,0.532,0.142,-0.732,-0.038
375,0.033,-0.512,-0.545,0.238,0.289,-0.528,0.184,0.209,0.547,0.470,0.586,0.535,0.141,-0.727,-0.039
376,0.040,-0.517,-0.555,0.238,0.297,-0.536,0.190,0.211,0.548,0.474,0.587,0.537,0.141,-0.732,-0.041
377,0.030,-0.521,-0.551,0.244,0.291,-0.536,0.194,0.213,0.552,0.479,0.590,0.540,0.139,-0.735,-0.039
378,0.029,-0.518,-0.547,0.243,0.288,-0.532,0.192,0.212,0.551,0.476,0.588,0.537,0.137,-0.732,-0.040
379,0.033,-0.518,-0.550,0.241,0.292,-0.534,0.185,0.206,0.545,0.471,0.583,0.532,0.136,-0.733,-0.038
380,0.035,-0.511,-0.546,0.237,0.291,-0.529,0.189,0.207,0.548,0.472,0.586,0.533,0.134,-0.722,-0.041
381,0.043,-0.505,-0.547,0.231,0.295,-0.526,0.185,0.203,0.544,0.469,0.582,0.531,0.137,-0.727,-0.041
382,0.044,-0.497,-0.541,0.226,0.293,-0.519,0.186,0.205,0.545,0.469,0.581,0.533,0.138,-0.728,-0.041
383,0.038,-0.497,-0.535,0.229,0.287,-0.516,0.192,0.209,0.549,0.470,0.580,0.534,0.135,-0.718,-0.042
384,0.028,-0.504,-0.531,0.237,0.280,-0.517,0.197,0.212,0.551,0.470,0.580,0.531,0.131,-0.718,-0.043
385,0.025,-0.498,-0.523,0.236,0.274,-0.510,0.217,0.232,0.565,0.477,0.584,0.532,0.127,-0.711,-0.052
386,0.025,-0.493,-0.517,0.234,0.272,-0.505,0.214,0.239,0.567,0.478,0.576,0.527,0.126,-0.709,-0.058
387,0.024,-0.492,-0.515,0.234,0.270,-0.504,0.222,0.251,0.573,0.478,0.569,0.521,0.123,-0.705,-0.063
388,0.021,-0.488,-0.507,0.233,0.265,-0.498,0.248,0.280,0.594,0.488,0.570,0.520,0.119,-0.701,-0.073
389,0.011,-0.493,-0.504,0.240,0.258,-0.498,0.261,0.307,0.622,0.505,0.571,0.518,0.117,-0.711,-0.085
390,0.015,-0.495,-0.509,0.239,0.262,-0.502,0.280,0.349,0.651,0.517,0.568,0.512,0.110,-0.710,-0.099
391,0.025,-0.497,-0.522,0.235,0.274,-0.510,0.298,0.393,0.679,0.530,0.558,0.500,0.103,-0.715,-0.116
392,0.027,-0.513,-0.540,0.242,0.283,-0.527,0.317,0.433,0.716,0.546,0.553,0.489,0.102,-0.734,-0.129
393,0.023,-0.515,-0.538,0.245,0.281,-0.526,0.336,0.476,0.749,0.563,0.546,0.478,0.096,-0.730,-0.145
394,0.028,-0.511,-0.538,0.241,0.283,-0.524,0.358,0.514,0.774,0.570,0.533,0.461,0.079,-0.728,-0.164
395,0.034,-0.524,-0.557,0.244,0.295,-0.541,0.385,0.555,0.799,0.573,0.513,0.437,0.059,-0.751,-0.176
396,0.036,-0.554,-0.591,0.258,0.314,-0.573,0.412,0.601,0.834,0.587,0.497,0.413,0.048,-0.776,-0.186
397,0.042,-0.585,-0.625,0.271,0.334,-0.605,0.433,0.638,0.861,0.594,0.485,0.395,0.040,-0.802,-0.193
398,0.049,-0.605,-0.653,0.277,0.351,-0.629,0.450,0.683,0.891,0.609,0.476,0.378,0.035,-0.830,-0.205
399,0.062,-0.618,-0.680,0.278,0.371,-0.649,0.468,0.725,0.930,0.635,0.479,0.368,0.038,-0.849,-0.220
400,0.074,-0.634,-0.709,0.279,0.392,-0.671,0.480,0.758,0.962,0.658,0.481,0.358,0.043,-0.874,-0.231
401,0.094,-0.651,-0.746,0.278,0.420,-0.699,0.488,0.796,0.993,0.678,0.484,0.350,0.050,-0.897,-0.237
402,0.108,-0.673,-0.781,0.281,0.445,-0.727,0.503,0.829,1.019,0.690,0.486,0.342,0.054,-0.923,-0.241
403,0.123,-0.699,-0.822,0.286,0.472,-0.759,0.520,0.864,1.048,0.710,0.494,0.336,0.063,-0.949,-0.249
404,0.141,-0.714,-0.854,0.285,0.498,-0.784,0.536,0.909,1.097,0.752,0.528,0.349,0.086,-0.965,-0.261
405,0.161,-0.728,-0.887,0.283,0.524,-0.807,0.551,0.963,1.153,0.804,0.573,0.372,0.119,-0.985,-0.276
406,0.188,-0.730,-0.918,0.271,0.553,-0.824,0.556,1.014,1.206,0.852,0.614,0.392,0.152,-1.000,-0.288
407,0.214,-0.743,-0.957,0.264,0.586,-0.850,0.557,1.060,1.252,0.902,0.658,0.414,0.190,-1.018,-0.298
408,0.243,-0.747,-0.990,0.251,0.617,-0.869,0.555,1.079,1.280,0.960,0.721,0.450,0.233,-1.026,-0.306
409,0.284,-0.739,-1.023,0.226,0.654,-0.880,0.530,1.067,1.300,1.023,0.807,0.507,0.294,-1.024,-0.309
410,0.331,-0.727,-1.058,0.198,0.695,-0.892,0.496,1.044,1.317,1.097,0.910,0.580,0.369,-1.020,-0.313
411,0.369,-0.705,-1.073,0.167,0.722,-0.889,0.458,1.002,1.339,1.187,1.020,0.652,0.443,-1.009,-0.319
412,0.423,-0.692,-1.115,0.134,0.770,-0.903,0.417,0.955,1.349,1.269,1.131,0.722,0.522,-1.005,-0.322
413,0.466,-0.663,-1.129,0.098,0.798,-0.896,0.403,0.923,1.347,1.346,1.243,0.795,0.593,-0.979,-0.340
